날짜,호선,역명,구분,06시-07시,07시-08시,08시-09시,09시-10시,10시-11시,11시-12시,12시-13시,13시-14시,14시-15시,15시-16시,16시-17시,17시-18시,18시-19시,19시-20시,20시-21시,21시-22시,22시-23시,23시-24시
2024-10-06,2호선,잠실(송파구청),승차,572,810,1397,2024,2297,2991,3564,4274,4073,4489,5011,4932,4733,4408,5432,4327,2869,678
2024-10-06,2호선,잠실(송파구청),하차,1230,1787,1777,2941,3468,4220,4336,4586,4496,4494,4679,4892,3799,2513,2454,2010,1490,868
2024-10-06,8호선,잠실(송파구청),승차,80,117,258,522,344,467,671,817,1010,1329,1377,1351,1347,1180,1459,1107,691,171
2024-10-06,8호선,잠실(송파구청),하차,516,758,742,1128,1096,1445,1614,1513,1590,1513,1283,1085,791,474,322,224,157,71
2024-10-07,2호선,잠실(송파구청),승차,2067,5498,7627,5254,3021,2621,2811,2908,3303,4193,4404,5825,8381,5438,5453,4415,2430,833
2024-10-07,2호선,잠실(송파구청),하차,1351,3471,7692,5813,4045,3651,3595,3357,3334,3910,4271,6268,9087,5817,3695,3077,2527,1296
2024-10-07,8호선,잠실(송파구청),승차,149,398,513,434,387,515,567,724,837,1164,1355,1892,3070,1639,1467,1247,880,262
2024-10-07,8호선,잠실(송파구청),하차,586,1765,4125,2020,1258,1115,1059,998,930,950,999,1155,1516,769,448,310,206,118
2024-10-08,2호선,잠실(송파구청),승차,2180,5632,7891,4985,3040,2795,3010,3364,3469,5239,6444,6841,9385,5959,6148,5129,2785,1241
2024-10-08,2호선,잠실(송파구청),하차,1374,3975,9412,6921,4088,3872,3755,3174,3467,4465,5062,6506,9254,6365,3783,3564,3219,1941
2024-10-08,8호선,잠실(송파구청),승차,163,420,529,409,381,509,594,693,987,1368,1554,1973,3115,1689,1626,1446,1020,487
2024-10-08,8호선,잠실(송파구청),하차,591,1828,5175,2387,1392,1254,1003,1066,967,987,980,1308,1849,1053,537,359,260,205
2024-10-09,2호선,잠실(송파구청),승차,762,849,1393,2064,2462,3012,3297,3679,4349,4848,5594,5800,5714,5182,5747,4803,2886,792
2024-10-09,2호선,잠실(송파구청),하차,1136,1420,2317,4076,3917,4875,4476,4297,4373,5183,4398,4443,3907,2968,2540,2712,1937,1226
2024-10-09,8호선,잠실(송파구청),승차,105,122,186,267,291,456,576,728,1145,1534,1715,1753,1857,1428,1499,1252,791,295
2024-10-09,8호선,잠실(송파구청),하차,412,454,737,1132,1306,1900,1781,1770,1665,1750,1393,1123,872,552,378,269,146,107
2024-10-10,2호선,잠실(송파구청),승차,2080,5688,7395,5356,3336,2713,3052,3187,3435,4530,4933,6557,8754,5379,4963,4351,2958,999
2024-10-10,2호선,잠실(송파구청),하차,1457,3617,7730,5980,4633,3732,3371,3343,3563,4147,4410,6598,8527,6352,3824,3301,2865,1684
2024-10-10,8호선,잠실(송파구청),승차,146,379,508,398,417,577,635,741,868,1224,1451,1909,3025,1700,1476,1334,947,334
2024-10-10,8호선,잠실(송파구청),하차,572,1802,4571,2126,1368,1195,985,1058,900,967,1100,1193,1527,813,476,306,472,173
2024-10-11,2호선,잠실(송파구청),승차,2126,5389,7344,4889,3110,2991,3272,3671,4203,6254,6842,8253,9191,5818,5423,5489,4367,1567
2024-10-11,2호선,잠실(송파구청),하차,1428,3479,8279,6392,4145,4252,4180,3987,4370,5110,5434,7714,9995,6422,3934,4273,3333,2085
2024-10-11,8호선,잠실(송파구청),승차,169,382,526,384,393,589,653,843,1021,1397,1569,2238,2950,1697,1472,1433,1190,467
2024-10-11,8호선,잠실(송파구청),하차,549,2038,4480,1989,1308,1392,1247,1226,1079,1147,1286,1552,1986,1047,564,395,344,249
2024-10-12,2호선,잠실(송파구청),승차,1065,1321,2212,2828,3077,3721,4079,4542,5170,5437,6568,6867,6941,6733,7071,6894,4525,1266
2024-10-12,2호선,잠실(송파구청),하차,1457,1789,2774,4605,4723,5201,5398,5672,6167,6123,6854,6650,5300,3845,3387,3060,2531,1959
2024-10-12,8호선,잠실(송파구청),승차,130,153,251,284,412,601,725,917,1221,1410,1765,1783,1890,1794,1639,1728,1095,432
2024-10-12,8호선,잠실(송파구청),하차,522,578,845,1368,1406,1892,1826,2151,1841,1927,1951,1852,1363,770,523,384,278,169
2024-10-13,2호선,잠실(송파구청),승차,689,778,1375,1967,2222,2676,3098,3943,4309,4568,4852,4981,5131,4784,5657,4363,2263,682
2024-10-13,2호선,잠실(송파구청),하차,707,1081,2134,3392,3853,4289,3879,4346,4628,4606,4032,4402,3692,2928,2522,2093,1628,947
2024-10-13,8호선,잠실(송파구청),승차,86,96,170,246,289,366,560,746,1005,1212,1335,1405,1455,1214,1223,1046,646,187
2024-10-13,8호선,잠실(송파구청),하차,274,316,603,866,1142,1382,1611,1556,1520,1403,1111,1024,924,468,346,254,157,92
2024-10-14,2호선,잠실(송파구청),승차,1910,5762,7586,5075,3085,2595,3020,3071,3105,3819,4363,6190,8335,4978,4461,4111,2065,740
2024-10-14,2호선,잠실(송파구청),하차,1380,3592,7740,5521,3500,3507,3517,3065,3171,3590,3981,6302,8719,5798,3448,2788,2529,1216
2024-10-14,8호선,잠실(송파구청),승차,158,385,504,390,388,511,602,787,900,1106,1222,1975,3075,1589,1221,1169,729,219
2024-10-14,8호선,잠실(송파구청),하차,634,1811,4211,1786,1189,1183,987,924,829,920,920,1100,1456,662,414,298,201,114
2024-10-15,2호선,잠실(송파구청),승차,2178,5587,7841,4872,3101,2931,3006,3277,3557,4071,4944,6554,8709,5396,4846,4453,2276,828
2024-10-15,2호선,잠실(송파구청),하차,1523,3641,7933,6537,3967,3916,3418,3189,3269,3593,4768,6152,9319,5823,3687,2963,2848,1233
2024-10-15,8호선,잠실(송파구청),승차,170,396,533,392,363,562,601,744,875,1278,1531,2117,3180,1659,1432,1314,822,290
2024-10-15,8호선,잠실(송파구청),하차,550,1866,4513,2228,1372,1160,1109,971,842,907,949,1222,1503,740,414,301,220,147
2024-10-16,2호선,잠실(송파구청),승차,2153,5495,7577,5109,3199,2754,3183,3286,3557,4180,5132,6877,9328,5722,5214,4119,2511,882
2024-10-16,2호선,잠실(송파구청),하차,1382,3794,8973,6512,4138,3613,3296,3287,3465,3797,4878,6541,8986,5933,3693,3079,2975,1519
2024-10-16,8호선,잠실(송파구청),승차,169,360,514,392,400,497,597,752,886,1155,1539,2091,3133,1663,1526,1289,918,307
2024-10-16,8호선,잠실(송파구청),하차,596,1774,4312,2193,1224,1174,1031,1026,969,985,1010,1227,1614,766,453,335,247,154
2024-10-17,2호선,잠실(송파구청),승차,1915,5734,7738,5279,3253,2826,2985,3256,3546,4188,5269,7296,9247,5683,5326,4274,2812,1147
2024-10-17,2호선,잠실(송파구청),하차,1422,3604,8385,6472,4002,3845,3704,3272,3423,4086,4834,6743,9034,6109,3612,3716,3276,1619
2024-10-17,8호선,잠실(송파구청),승차,147,388,540,452,411,519,591,768,908,1199,1477,2047,2993,1643,1517,1275,1084,352
2024-10-17,8호선,잠실(송파구청),하차,581,1802,4658,2078,1362,1246,998,1067,898,915,1041,1342,1654,797,429,332,250,173
2024-10-18,2호선,잠실(송파구청),승차,2141,5289,7019,4759,2908,2949,3168,3655,4359,6446,6418,7055,9139,5350,5147,4629,3847,1145
2024-10-18,2호선,잠실(송파구청),하차,1377,3741,9024,7623,4275,4002,3779,3769,4061,4428,5464,6331,9633,6284,3470,3171,2742,1688
2024-10-18,8호선,잠실(송파구청),승차,158,390,456,395,394,624,702,876,1402,1537,1638,2055,3072,1642,1495,1358,1321,400
2024-10-18,8호선,잠실(송파구청),하차,536,1667,4416,2730,1494,1284,1219,1135,1034,1109,1201,1494,2016,1065,481,360,266,178
2024-10-19,2호선,잠실(송파구청),승차,950,1199,2284,2593,3045,3900,4321,4899,5284,5664,6505,7345,6830,6357,6880,6717,4211,1142
2024-10-19,2호선,잠실(송파구청),하차,1488,1792,2694,4663,4647,5211,5537,5661,5916,6088,6515,7053,5328,3956,3274,3156,2585,1507
2024-10-19,8호선,잠실(송파구청),승차,107,139,247,305,397,586,796,843,1227,1478,1748,1857,1886,1615,1700,1605,1143,397
2024-10-19,8호선,잠실(송파구청),하차,575,617,881,1210,1455,1863,2043,2015,1864,1877,1717,1752,1369,727,523,340,239,163
2024-10-20,2호선,잠실(송파구청),승차,603,781,1445,1860,2184,2758,3414,3848,4667,4790,5284,5462,5526,4999,6150,4605,2182,514
2024-10-20,2호선,잠실(송파구청),하차,883,1168,1977,3431,3565,4449,4155,4674,4677,4413,4713,4479,3760,2871,2645,2162,1618,925
2024-10-20,8호선,잠실(송파구청),승차,85,94,179,230,249,460,614,718,1057,1321,1461,1643,1583,1327,1485,1146,709,190
2024-10-20,8호선,잠실(송파구청),하차,347,355,603,932,1249,1547,1519,1796,1548,1414,1617,1096,871,490,360,270,146,72
2024-10-21,2호선,잠실(송파구청),승차,2001,5535,7629,5059,3036,2700,2972,3244,3135,3887,4542,6153,8457,5263,4961,4320,2217,716
2024-10-21,2호선,잠실(송파구청),하차,1467,3539,7413,6011,3871,3549,3736,3127,3089,3960,4357,6152,8714,5899,3541,3055,2835,1064
2024-10-21,8호선,잠실(송파구청),승차,148,372,519,423,401,481,584,785,949,1201,1372,2022,3167,1761,1479,1289,802,246
2024-10-21,8호선,잠실(송파구청),하차,621,1759,4293,2100,1301,1205,1106,925,946,904,978,1213,1571,802,438,278,218,112
2024-10-22,2호선,잠실(송파구청),승차,2432,5471,7492,5114,2942,2604,2763,3148,3143,4057,4482,6301,9027,5321,4643,4031,2378,763
2024-10-22,2호선,잠실(송파구청),하차,1458,3550,7736,6441,3855,3510,3309,3262,3286,3858,4391,6030,8785,5777,3368,3055,2616,1246
2024-10-22,8호선,잠실(송파구청),승차,167,362,513,396,351,502,582,759,882,1228,1387,2191,3421,1799,1432,1311,901,267
2024-10-22,8호선,잠실(송파구청),하차,579,1782,4488,2359,1465,1226,984,983,855,855,941,1193,1537,778,409,292,213,120
2024-10-23,2호선,잠실(송파구청),승차,2002,5356,7730,5041,3006,2734,3103,3223,3370,4008,4743,6867,9127,5898,5357,4799,2719,993
2024-10-23,2호선,잠실(송파구청),하차,1444,3501,8169,6136,4048,3639,3639,3323,3655,3980,4798,6743,9466,5832,3596,3237,2968,1418
2024-10-23,8호선,잠실(송파구청),승차,151,358,543,387,397,542,561,773,960,1181,1366,2242,3243,1734,1585,1426,981,336
2024-10-23,8호선,잠실(송파구청),하차,608,1802,4553,2373,1287,1168,1065,978,905,1062,1079,1315,1790,875,450,334,243,140
2024-10-24,2호선,잠실(송파구청),승차,2034,5581,7577,5043,3149,2819,3043,3383,3594,4182,5182,6903,9324,5913,5731,5131,3205,1131
2024-10-24,2호선,잠실(송파구청),하차,1489,3610,7841,7137,4462,4012,3419,3822,3472,4278,4980,6783,9507,5887,3734,3549,3037,1567
2024-10-24,8호선,잠실(송파구청),승차,166,379,530,418,377,558,624,818,913,1237,1570,2151,3165,1691,1623,1567,1109,347
2024-10-24,8호선,잠실(송파구청),하차,633,1778,4219,2331,1355,1264,1096,1057,972,1011,1030,1459,1847,945,496,366,243,142
2024-10-25,2호선,잠실(송파구청),승차,2008,5306,7240,4560,3028,2930,3322,3583,4260,5517,6742,7856,9124,5924,6265,6312,4752,1674
2024-10-25,2호선,잠실(송파구청),하차,1404,3562,8227,7038,4526,4159,3966,4275,4292,4730,6145,8200,10771,6828,4068,3609,4083,3182
2024-10-25,8호선,잠실(송파구청),승차,139,367,553,397,403,572,742,921,1068,1501,1746,2321,3001,1678,1642,1609,1357,577
2024-10-25,8호선,잠실(송파구청),하차,589,1678,4256,2236,1367,1365,1170,1241,1232,1150,1548,1739,2319,1314,627,410,401,299
2024-10-26,2호선,잠실(송파구청),승차,1165,1380,2272,2716,3094,3883,4423,4948,5365,5801,6725,7018,7174,7129,8237,7999,4908,1428
2024-10-26,2호선,잠실(송파구청),하차,1883,1838,3021,5014,5086,5481,5520,5947,6492,6488,7733,7103,5399,4227,3550,3400,2769,1854
2024-10-26,8호선,잠실(송파구청),승차,120,169,275,323,391,568,809,971,1248,1472,1866,1834,1855,1871,1898,1759,1181,496
2024-10-26,8호선,잠실(송파구청),하차,682,624,849,1342,1541,1931,2055,2037,1943,2182,2092,1819,1467,671,528,389,265,181
2024-10-27,2호선,잠실(송파구청),승차,673,745,1476,1880,2284,2791,3555,3898,4578,5368,5288,5119,5670,5606,6909,5195,2333,711
2024-10-27,2호선,잠실(송파구청),하차,962,1246,2270,3858,3892,4426,4350,4306,4753,5129,4837,5057,3956,2929,2599,2282,1542,996
2024-10-27,8호선,잠실(송파구청),승차,82,124,137,228,268,377,571,728,996,1485,1434,1452,1480,1302,1500,1235,685,212
2024-10-27,8호선,잠실(송파구청),하차,387,328,651,930,1211,1595,1833,1568,1688,1666,1470,1120,928,557,386,271,151,78
2024-10-28,2호선,잠실(송파구청),승차,2029,5363,7789,5028,3004,2652,2954,3059,3381,3840,4496,6216,8475,5401,5244,4663,2279,783
2024-10-28,2호선,잠실(송파구청),하차,1410,3642,7528,6093,3931,3736,3414,3139,3310,3800,4613,6242,9491,5810,3493,3012,2447,1159
2024-10-28,8호선,잠실(송파구청),승차,143,366,536,368,401,530,654,773,984,1273,1351,2055,3153,1662,1510,1328,764,262
2024-10-28,8호선,잠실(송파구청),하차,641,1684,4236,2114,1345,1181,1067,1028,909,922,994,1277,1589,756,407,265,205,114
2024-10-29,2호선,잠실(송파구청),승차,2094,5833,7830,5090,3147,2759,3161,3270,3297,4378,4884,6556,8897,5369,5167,4390,2935,1051
2024-10-29,2호선,잠실(송파구청),하차,1531,3728,7697,6556,4369,3900,3637,3458,3216,4002,4748,6679,9069,6205,3589,3343,2688,1475
2024-10-29,8호선,잠실(송파구청),승차,162,411,524,406,440,549,678,791,905,1284,1472,2026,3185,1741,1483,1398,1006,322
2024-10-29,8호선,잠실(송파구청),하차,658,1844,4278,2257,1390,1240,1041,1052,819,905,993,1304,1712,893,438,317,229,119
2024-10-30,2호선,잠실(송파구청),승차,2042,5768,7674,4985,3106,2882,2912,3232,3333,4257,4946,6775,9014,5785,5635,5051,2711,1087
2024-10-30,2호선,잠실(송파구청),하차,1484,3666,7470,7420,4028,3431,3148,3236,3823,3880,4816,6693,9753,5762,3539,3371,2974,1535
2024-10-30,8호선,잠실(송파구청),승차,166,406,525,381,404,541,584,789,991,1245,1479,2089,3105,1734,1618,1420,949,329
2024-10-30,8호선,잠실(송파구청),하차,675,1861,4405,2264,1347,1221,995,1046,977,998,1066,1250,1746,798,463,325,213,169
2024-10-31,2호선,잠실(송파구청),승차,2127,5692,7666,4935,3045,2874,3036,3320,3443,3964,4817,6907,9006,5684,5537,5095,2872,1175
2024-10-31,2호선,잠실(송파구청),하차,1455,3680,7487,6539,4267,3782,3358,3249,3335,4193,4749,6827,9379,6189,3924,3442,3135,1608
2024-10-31,8호선,잠실(송파구청),승차,157,382,537,421,443,562,624,792,996,1247,1496,2092,3140,1725,1552,1423,978,392
2024-10-31,8호선,잠실(송파구청),하차,638,1862,4231,2235,1436,1244,1046,1072,962,1042,1075,1431,1741,903,500,339,307,164
2024-11-01,2호선,잠실(송파구청),승차,2021,5468,6930,4696,2964,2826,3286,3403,3949,5185,6273,7682,9314,5974,5936,6156,4622,1545
2024-11-01,2호선,잠실(송파구청),하차,1434,3608,8325,7752,4251,4086,3750,3784,4224,4773,5753,7617,10000,6494,3646,3410,3092,2227
2024-11-01,8호선,잠실(송파구청),승차,153,392,490,430,398,578,762,788,1023,1340,1678,2292,2985,1664,1537,1471,1360,519
2024-11-01,8호선,잠실(송파구청),하차,573,1664,3970,2205,1292,1278,1204,1222,1025,1123,1274,1750,2325,1116,532,370,284,275
2024-11-02,2호선,잠실(송파구청),승차,1109,1268,2283,2766,3162,3789,4632,4855,5717,5834,6610,6630,7221,6931,7699,8060,4808,1307
2024-11-02,2호선,잠실(송파구청),하차,1638,1710,2928,5212,5286,5466,5628,5817,6104,6296,7536,6793,5380,4341,3513,3439,2790,1778
2024-11-02,8호선,잠실(송파구청),승차,122,181,241,350,381,610,765,908,1269,1556,1729,1746,1842,1666,1747,1730,1207,417
2024-11-02,8호선,잠실(송파구청),하차,617,596,933,1267,1541,1937,1881,2089,2080,2104,1815,1796,1430,767,506,353,235,152
2024-11-03,2호선,잠실(송파구청),승차,761,925,1445,1895,2540,3245,4100,4220,4834,5324,5644,5457,5499,5319,6459,5206,2535,669
2024-11-03,2호선,잠실(송파구청),하차,892,1274,2205,4245,5145,5319,5029,5010,4536,4457,4657,4536,3691,2964,2631,2278,1667,990
2024-11-03,8호선,잠실(송파구청),승차,93,107,180,273,386,666,950,913,1144,1435,1508,1675,1427,1291,1358,1300,650,220
2024-11-03,8호선,잠실(송파구청),하차,276,381,684,1085,1621,2022,2156,2043,1699,1533,1361,1120,822,482,347,301,155,86
2024-11-04,2호선,잠실(송파구청),승차,2023,5581,7643,5084,2970,2690,2906,3036,3325,4083,4410,6037,8772,5620,5194,4177,2071,769
2024-11-04,2호선,잠실(송파구청),하차,1365,3646,7911,6899,3947,3396,3580,2907,3225,3817,4217,6115,8795,5629,3707,2801,2438,1245
2024-11-04,8호선,잠실(송파구청),승차,143,391,514,402,449,521,607,736,909,1137,1425,2069,3308,1787,1437,1278,820,232
2024-11-04,8호선,잠실(송파구청),하차,621,1789,4245,2267,1318,1161,1044,916,896,868,1014,1259,1529,752,427,296,221,100
2024-11-05,2호선,잠실(송파구청),승차,2127,5464,7679,5405,3106,2645,2921,3058,3188,4179,4815,6481,9057,5873,5476,4235,2568,843
2024-11-05,2호선,잠실(송파구청),하차,1507,3660,8263,7286,4053,3395,3326,3071,3130,3914,4574,6409,9231,5962,3643,3043,2738,1396
2024-11-05,8호선,잠실(송파구청),승차,162,372,536,427,384,443,605,720,919,1136,1450,2228,3323,1790,1583,1340,1040,354
2024-11-05,8호선,잠실(송파구청),하차,612,1877,4361,2427,1295,1174,955,960,887,917,1017,1363,1738,764,437,293,241,134
2024-11-06,2호선,잠실(송파구청),승차,2074,5459,7696,5284,3068,2769,2988,2961,3244,4063,4694,6615,9032,5850,5465,5077,2646,953
2024-11-06,2호선,잠실(송파구청),하차,1433,3636,8255,6307,4108,3368,3271,3308,3429,3879,4780,6488,9631,6118,3609,3141,3008,1352
2024-11-06,8호선,잠실(송파구청),승차,166,385,560,400,407,540,565,731,976,1186,1467,2162,3194,1809,1573,1525,1030,335
2024-11-06,8호선,잠실(송파구청),하차,645,1981,4725,2314,1334,1122,985,984,897,969,1057,1412,1843,884,474,291,258,142
2024-11-07,2호선,잠실(송파구청),승차,2049,5570,7463,5245,3021,2773,2978,3217,3328,4057,4849,6681,9189,5609,5380,4687,2894,1015
2024-11-07,2호선,잠실(송파구청),하차,1361,3678,7834,6793,4286,3481,3458,3149,3573,3938,4870,6821,9392,6085,3704,3287,3119,1439
2024-11-07,8호선,잠실(송파구청),승차,156,372,524,403,369,547,605,770,932,1194,1453,2118,3176,1716,1588,1382,1010,364
2024-11-07,8호선,잠실(송파구청),하차,598,1824,4269,2326,1385,1171,1042,1042,960,969,1031,1378,1727,817,518,335,246,179
2024-11-08,2호선,잠실(송파구청),승차,2035,5346,7158,4634,3041,2869,3224,3634,4101,5369,6102,7578,9055,5990,5556,5925,4195,1582
2024-11-08,2호선,잠실(송파구청),하차,1291,3392,8381,6737,4353,4076,3585,4016,4223,5114,5990,7702,10169,6185,3670,3395,3320,1938
2024-11-08,8호선,잠실(송파구청),승차,155,385,490,399,403,564,697,884,1066,1365,1675,2322,3066,1709,1480,1533,1205,599
2024-11-08,8호선,잠실(송파구청),하차,570,1598,3863,2177,1410,1399,1272,1099,1089,1170,1285,1773,2326,988,542,386,307,249
2024-11-09,2호선,잠실(송파구청),승차,981,1303,2202,2793,3042,3506,4450,4729,5334,6013,7181,7053,7031,6630,7340,7018,4548,1306
2024-11-09,2호선,잠실(송파구청),하차,1472,1680,2632,5120,5055,5631,5191,5877,6066,6420,7660,6856,5239,3750,3492,3028,2770,1918
2024-11-09,8호선,잠실(송파구청),승차,109,149,254,329,347,547,713,949,1173,1674,1861,1963,1982,1554,1883,1741,1201,422
2024-11-09,8호선,잠실(송파구청),하차,474,542,832,1130,1692,1928,1984,2093,1819,1987,1936,1800,1428,667,486,382,229,152
2024-11-10,2호선,잠실(송파구청),승차,725,792,1380,1859,2180,2587,3126,3513,4281,4800,4972,5094,5252,5007,6141,4735,2435,760
2024-11-10,2호선,잠실(송파구청),하차,772,1036,2001,3401,3506,4261,4225,4422,4558,4605,4619,4333,3744,2899,2557,2115,1673,941
2024-11-10,8호선,잠실(송파구청),승차,62,89,137,213,298,320,572,732,1082,1451,1422,1455,1484,1221,1363,1222,770,236
2024-11-10,8호선,잠실(송파구청),하차,269,364,595,926,1133,1482,1647,1599,1598,1668,1271,1091,868,534,323,276,163,94
2024-11-11,2호선,잠실(송파구청),승차,2078,5540,7607,4825,3068,2617,2852,3094,3081,3506,4327,6104,8100,5319,4545,4210,2240,776
2024-11-11,2호선,잠실(송파구청),하차,1351,3445,7450,5615,3510,3394,3056,3065,3011,3675,4401,6068,9003,5669,3537,3075,2613,1142
2024-11-11,8호선,잠실(송파구청),승차,156,395,531,432,406,558,614,737,866,1138,1373,1989,3182,1659,1289,1218,872,291
2024-11-11,8호선,잠실(송파구청),하차,601,1698,4148,1876,1201,1086,984,974,837,926,1008,1246,1572,743,450,296,209,107
2024-11-12,2호선,잠실(송파구청),승차,2117,5615,7093,5291,3153,2673,2952,2993,3325,3845,4753,6373,8984,5561,5345,4799,2533,916
2024-11-12,2호선,잠실(송파구청),하차,1452,3644,7600,7315,4174,3594,3373,3357,3322,3736,4424,6652,9646,5687,3386,3233,2771,1287
2024-11-12,8호선,잠실(송파구청),승차,158,396,523,439,406,471,641,758,898,1240,1458,1982,3192,1713,1504,1412,889,335
2024-11-12,8호선,잠실(송파구청),하차,553,1715,4337,2345,1433,1121,1045,1054,904,877,982,1298,1642,736,436,276,229,173
2024-11-13,2호선,잠실(송파구청),승차,2093,5629,7432,5108,3070,2734,3126,3333,3454,3867,4576,6546,8877,5517,5551,5194,2626,921
2024-11-13,2호선,잠실(송파구청),하차,1406,3517,7657,6076,4107,3854,3676,3799,3818,4059,4821,6565,9473,5675,3660,3226,2754,1582
2024-11-13,8호선,잠실(송파구청),승차,165,389,516,433,382,503,610,828,1037,1234,1502,2148,3109,1695,1428,1557,1011,356
2024-11-13,8호선,잠실(송파구청),하차,587,1765,4117,2274,1408,1270,1166,1186,1045,996,1034,1444,1729,860,487,334,254,155
2024-11-14,2호선,잠실(송파구청),승차,1993,4953,7072,5995,3133,2753,3028,3307,3491,3892,4919,6769,8879,5723,5974,5252,2807,1003
2024-11-14,2호선,잠실(송파구청),하차,1462,3475,7612,7079,4343,4226,3155,3522,3414,3978,4778,6624,9703,5668,3691,3246,3194,1399
2024-11-14,8호선,잠실(송파구청),승차,155,365,474,391,408,549,591,805,936,1303,1543,2109,3002,1749,1521,1507,1036,381
2024-11-14,8호선,잠실(송파구청),하차,566,1546,3529,3076,1471,1326,1056,1114,1016,990,1050,1565,1890,1141,424,338,203,163
2024-11-15,2호선,잠실(송파구청),승차,2006,4993,7002,4673,3122,3172,3422,3752,4089,4715,6039,7724,9184,6093,5710,5806,4405,1636
2024-11-15,2호선,잠실(송파구청),하차,1310,3405,7423,5904,4674,4014,4050,4283,4400,5290,5358,8368,9909,6752,3709,3267,3402,2019
2024-11-15,8호선,잠실(송파구청),승차,138,372,500,435,403,560,756,854,1101,1464,1720,2253,3079,1727,1586,1678,1320,551
2024-11-15,8호선,잠실(송파구청),하차,519,1570,4021,2150,1391,1468,1332,1327,1110,1315,1368,1734,2378,1129,553,365,299,209
2024-11-16,2호선,잠실(송파구청),승차,932,1280,2402,2730,3183,3710,4357,4978,5535,6414,7077,7248,6709,6208,6460,5891,4403,1161
2024-11-16,2호선,잠실(송파구청),하차,1279,1358,2618,4539,4521,5731,5843,5933,6115,7501,6866,7024,5254,4141,2937,2968,2619,1810
2024-11-16,8호선,잠실(송파구청),승차,112,146,254,324,385,595,660,879,1283,1891,2100,2095,2059,1735,1707,1577,1283,427
2024-11-16,8호선,잠실(송파구청),하차,447,456,762,1183,1523,1875,1882,2097,2024,2145,2248,1799,1362,743,462,352,231,160
2024-11-17,2호선,잠실(송파구청),승차,677,723,1322,1876,2057,2859,3526,4432,4450,4898,5406,5412,5275,5000,6084,5525,2623,777
2024-11-17,2호선,잠실(송파구청),하차,661,886,1777,3120,3743,4530,4435,5164,4821,5143,5463,4709,4243,3761,2694,2230,1618,903
2024-11-17,8호선,잠실(송파구청),승차,83,102,150,221,245,356,581,821,1007,1299,1476,1702,1645,1435,1697,1445,821,219
2024-11-17,8호선,잠실(송파구청),하차,216,305,524,831,1271,1624,1699,1725,1654,1668,1492,1283,1033,585,394,287,171,87
2024-11-18,2호선,잠실(송파구청),승차,2018,5585,7358,5184,3120,2579,2908,2992,3304,3871,4671,6236,8577,5566,5096,3901,2474,769
2024-11-18,2호선,잠실(송파구청),하차,1371,3506,7273,5723,4196,3868,3068,3551,3118,3894,4527,6473,9600,5884,3597,2844,2566,1291
2024-11-18,8호선,잠실(송파구청),승차,150,385,514,410,378,526,586,815,860,1201,1494,2183,3203,1741,1541,1338,984,276
2024-11-18,8호선,잠실(송파구청),하차,606,1714,4038,2014,1381,1228,1047,1068,884,955,1030,1356,1657,789,456,293,217,137
2024-11-19,2호선,잠실(송파구청),승차,2069,5485,7508,5505,3084,2744,2938,3084,3438,4303,5109,6634,8888,5760,5483,4606,3076,930
2024-11-19,2호선,잠실(송파구청),하차,1392,3578,7746,6818,4060,3646,3358,3575,3214,3952,4782,6933,9884,6103,3792,3140,2916,1436
2024-11-19,8호선,잠실(송파구청),승차,160,340,534,406,387,529,633,759,940,1190,1456,2134,3231,1732,1529,1604,992,354
2024-11-19,8호선,잠실(송파구청),하차,588,1753,4307,2158,1300,1188,1052,974,932,958,1021,1321,1835,870,455,316,224,147
2024-11-20,2호선,잠실(송파구청),승차,2021,5394,7314,5747,3186,2920,3068,3282,3480,4563,4999,6640,8842,5715,5438,5050,3603,1075
2024-11-20,2호선,잠실(송파구청),하차,1331,3649,7890,6811,4017,3713,3313,3516,3509,4374,5104,6936,10371,6298,3643,3447,2980,1503
2024-11-20,8호선,잠실(송파구청),승차,183,365,499,460,341,511,592,760,955,1227,1478,2189,3194,1755,1592,1721,1109,400
2024-11-20,8호선,잠실(송파구청),하차,551,1661,4375,2264,1351,1309,1005,1039,986,1023,1120,1493,2007,906,525,344,291,147
2024-11-21,2호선,잠실(송파구청),승차,2091,5608,7639,5196,3223,2833,2999,3320,3957,3949,4893,6992,9166,5982,5874,5365,5077,1291
2024-11-21,2호선,잠실(송파구청),하차,1439,3300,7725,6589,4240,3886,3649,3685,4012,4335,5356,7559,10895,6521,3992,3502,3404,1614
2024-11-21,8호선,잠실(송파구청),승차,141,394,535,386,403,526,665,850,1043,1241,1423,2165,3157,1779,1689,1691,1534,435
2024-11-21,8호선,잠실(송파구청),하차,578,1722,4320,2249,1446,1464,1109,1157,1074,1151,1176,1585,2213,1007,484,336,303,165
2024-11-22,2호선,잠실(송파구청),승차,1977,5313,6984,4647,3141,3137,3468,3731,3970,4977,6258,7628,9622,6242,5764,5689,4998,1526
2024-11-22,2호선,잠실(송파구청),하차,1270,3271,6988,5979,4402,4059,4136,4339,4370,5074,6766,8106,11391,6633,4041,3393,3417,2080
2024-11-22,8호선,잠실(송파구청),승차,150,370,536,397,419,567,719,903,1135,1465,1759,2328,3032,1830,1841,1892,1407,609
2024-11-22,8호선,잠실(송파구청),하차,534,1610,3817,2098,1443,1387,1246,1308,1241,1286,1434,1910,2435,1248,701,412,307,217
